name;city;start_date;end_date;Latitude;Longtitude;link
The 21st Meeting of the International Circle of Korean Linguistics;Melbourne;Jul 10, 2019;Jul 12, 2019;-31.68819474590892;-71.08725446421595;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342916
"""The Politics of Classifying Linguistic Varieties""";Wellington;Jul 13, 2019;Jul 14, 2019;-63.352561807987975;-157.10103426128194;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343236
VI liLETRAd Congress;Almeria;Jul 03, 2019;Jul 05, 2019;-35.22904787228737;55.453989764177024;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=347456
;Leuven;Jul 01, 2019;Jul 03, 2019;-76.5478486796431;-4.29821611441059;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=333416
Workshop on the Syntax-Morphology Interface in Romance (co-located with HPSG 2019);Bucharest;Jul 24, 2019;Jul 24, 2019;78.71052377960169;6.849573306333302;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350056
15th International Cognitive Linguistics Conference;Nishinomiya;Aug 06, 2019;Aug 11, 2019;20.129032739570043;134.53150517201647;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332296
29th Conference of the European Second Language Association;Lund;Aug 28, 2019;Aug 31, 2019;-24.825300596697268;-114.69400584822674;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356736
31st European Summer School in Logic, Language and Information;Riga;Aug 05, 2019;Aug 16, 2019;48.929248081809;-114.71964974441475;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=324776
4th International Conference on Ecolinguistics;Odense;Aug 12, 2019;Aug 15, 2019;83.45453909473753;168.78509945990274;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343096
52nd Annual Meeting of the Societas Linguistica Europaea;Leipzig;Aug 21, 2019;Aug 24, 2019;-46.94513765185599;95.87413053375863;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=298616
5th Workshop on Sino-Tibetan Languages of Southwest China;Tianjin;Aug 21, 2019;Aug 23, 2019;85.738121113762;147.30559016073113;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349156
8th International Conference on Austroasiatic Linguistics;Chiang Mai;Aug 29, 2019;Aug 31, 2019;7.372456550198427;-56.09002445887397;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354516
BAAL 2019 - 52nd Annual Meeting of the British Association for Applied Linguistics;Manchester;Aug 29, 2019;Aug 31, 2019;-41.98699571275815;-152.9969538712084;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354738
Grammar of South Caucasian: Contact-related Issues;Leipzig;Aug 21, 2019;Aug 24, 2019;-40.46036689809805;32.26337910670566;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345176
Integrationism and Philosophies of Language: Emerging Alternative Epistemologies in the Global North and the Global South;University Park, PA;Aug 30, 2019;Sep 02, 2019;1.2351802032179005;-176.9849042863935;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339276
International Conference on Role and Reference Grammar 2019;Buffalo, NY;Aug 19, 2019;Aug 21, 2019;-56.487840998962795;66.91169150045566;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348337
International Congress of Phonetic Sciences;Melbourne;Aug 04, 2019;Aug 10, 2019;-40.088276746943684;-58.13726370530899;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=314496
International Symposium on Monolingual and Bilingual Speech 2019;Chania, Crete;Aug 27, 2019;Aug 30, 2019;-44.547274315192546;33.61937311764684;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341116
Multidisciplinary Approaches in Language Policy and Planning;Toronto;Aug 22, 2019;Aug 24, 2019;18.91354813554119;-93.05541910661697;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353456
New Sounds 2019 - The 9th International Symposium on the Acquisition of Second Language Speech;Tokyo;Aug 30, 2019;Sep 01, 2019;-71.2414662550925;-72.95580762124169;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348176
Per­sonal Names and Cultural Reconstruc­tions;Helsinki;Aug 21, 2019;Aug 23, 2019;-59.069667062327476;-48.32693375145369;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342036
Reflexivität kommunikativer Praktiken – Neue Perspektiven auf Metakommunikation;Hamburg;Aug 29, 2019;Aug 30, 2019;-14.381390864055561;-164.3432682543926;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355577
Research Data and Humanities;Oulu;Aug 14, 2019;Aug 16, 2019;-75.0740323204144;142.44364962108693;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346996
SyntaxFest;Paris;Aug 26, 2019;Aug 30, 2019;25.119741253114597;-170.91157202739387;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354756
Task Based Language Teaching 2019;Ottawa, Ontario;Aug 19, 2019;Aug 21, 2019;68.11988950748898;-30.593426782524602;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348036
The Dark Side of Communication - The 2nd International and Interdisciplinary Conference on Discourse and Communication in Professional Contexts;Aalborg;Aug 14, 2019;Aug 16, 2019;49.25758198355084;1.9243537001911672;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345636
12th Congress of South-East European Studies: Political, Social and Religious Dynamics in South East Europe;Bucharest;Sep 02, 2019;Sep 07, 2019;-20.75722802605091;-174.08277634082873;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=292376
13th Conference of the Association for Linguistic Typology;Pavia;Sep 04, 2019;Sep 06, 2019;-38.37849253767653;-10.770809740553588;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344316
14th International Conference on Greek Linguistics;Patras;Sep 06, 2019;Sep 08, 2019;46.26133247607223;-69.49098692744595;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332136
1st East Asian Pragmatics Symposium: Variational Pragmatics in East Asian Languages;Dalian;Sep 19, 2019;Sep 21, 2019;-65.86678208514263;-156.88809516249077;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352676
22nd Nordic Conference on Computational Linguistics;Turku;Sep 30, 2019;Oct 02, 2019;-5.684395303141612;-97.43080358252486;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350396
2nd International Conference on Child Foreign/Second Language Learning: Facing Heterogeneity in the Young Learner Classroom;Cracow;Sep 26, 2019;Sep 28, 2019;-80.38940914098957;-28.519132780133177;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350477
3e Congrès européen de la FIPF « français, passion pour demain ! »;Athens;Sep 04, 2019;Sep 08, 2019;9.089099893436053;3.860416992252225;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353476
3rd Experimental Pragmatics in Italy Conference;Cagliari;Sep 19, 2019;Sep 20, 2019;24.717820112301606;-113.09798860565955;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348536
3rd International Workshop on the History of Speech Communication Research;Vienna;Sep 13, 2019;Sep 14, 2019;72.96769516784322;-56.530775281743864;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356436
4th Bremen Conference on Multimodality;Bremen;Sep 25, 2019;Sep 27, 2019;6.153358642644496;112.85811343263832;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344796
5th ESTIDIA Conference;Naples;Sep 19, 2019;Sep 21, 2019;-42.166929064644115;36.55939052666169;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352776
5th International Symposium on Place Names 2019: Recognition, Regulation, Revitalisation: Place Names and Indigenous Languages;Clarens;Sep 18, 2019;Sep 20, 2019;-81.28918922534659;140.7986619799364;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356576
5th Learner Corpus Research Conference;Warsaw;Sep 12, 2019;Sep 14, 2019;-28.628461958798383;134.93121362506562;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342636
6th International Conference ‘Cross-Curricularity in Language Education’;Krotoszyn;Sep 12, 2019;Sep 14, 2019;-52.40835986746189;-60.426680632761936;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348936
6th International Language Management Symposium: Re-exploring the Management of Intercultural Interactions at the Macro and Micro Levels;Ritsumeikan University, Kyoto;Sep 09, 2019;Sep 10, 2019;-10.378251947509684;98.62744835282909;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348776
8th Biennial International Conference on the Linguistics of Contemporary English;University of Bamberg;Sep 26, 2019;Sep 28, 2019;79.85301625592126;73.41591714279308;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344076
Croatia and Croatians in Past and Present Networks;Sydney;Sep 19, 2019;Sep 21, 2019;59.5957099808279;-173.69642526973172;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340516
Disfluency in Spontaneous Speech with a special day on (Dis)Fluency in Children’s Speech;Budapest;Sep 12, 2019;Sep 14, 2019;-71.32858532071103;92.678791292103;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343276
Europhras 2019;Malaga;Sep 25, 2019;Sep 27, 2019;-23.776470961050006;118.96921893936798;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356756
Experimental Approaches to Perception and Production of Language Variation;Münster;Sep 26, 2019;Sep 28, 2019;-7.61502531062644;-8.022217048695945;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352576
Fifth International Conference on Onomastics “Name and Naming”. Multiculturalism in Onomastics;Baia Mare;Sep 03, 2019;Sep 05, 2019;-73.292678707387;47.08574763800646;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343516
Henry Sweet Society Annual Colloquium;Edinburgh;Sep 04, 2019;Sep 07, 2019;25.497389179173084;96.82931131768612;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349536
Interactive Workshop on Measuring Language Complexity;Freiburg;Sep 12, 2019;Sep 13, 2019;-16.792835994847536;126.1065952344485;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353336
International Symposium of Morphology / Symposium international de morphologie;Paris;Sep 26, 2019;Sep 27, 2019;-43.54475560897673;-94.89254019937948;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350096
International Workshop on Functional Discourse Grammar: Interfaces in FDG;Oviedo;Sep 12, 2019;Sep 13, 2019;-77.46636585179438;120.33212430613474;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349036
Klaara Conference 2019;Helsinki;Sep 19, 2019;Sep 20, 2019;23.006665965125922;154.01738514299174;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344996
Linguistic Standards in Romance FL Teaching;Kassel;Sep 29, 2019;Oct 02, 2019;72.5808527090531;104.7453688070071;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355776
Modern Mythologies;London;Sep 19, 2019;Sep 21, 2019;-83.06776678641793;65.67636698458466;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331976
Names in Motion | Bewegte Namen;Münster;Sep 11, 2019;Sep 13, 2019;-29.274232709175923;43.68270410457714;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344596
Pronunciation in Second Language Learning and Teaching 2019;Flagstaff, Arizona;Sep 12, 2019;Sep 14, 2019;47.08515666288664;-142.7764881754238;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351016
Protolang 6;Lisbon;Sep 09, 2019;Sep 12, 2019;65.99962925950548;117.94249120807832;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350478
Recent Advances in Natural Language Processing;Varna;Sep 02, 2019;Sep 04, 2019;19.68875502952542;172.8648789139621;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356356
SDAS 2019: A Hundred Years, A Thousand Meanings;Ljubljana;Sep 19, 2019;Sep 21, 2019;-65.61657775070194;-32.8297853334375;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355596
Sinn und Bedeutung 24;Osnabrück;Sep 04, 2019;Sep 07, 2019;59.57136224377363;97.65266695634078;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351796
Theoretical Issues in Sign Language Research Conference 13;Hamburg;Sep 26, 2019;Sep 28, 2019;-26.231333813106243;-49.30726422722718;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339117
Translation in Transition 4;Barcelona, Catalonia;Sep 19, 2019;Sep 20, 2019;-13.865309822632947;-136.027626246389;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344256
UK Language Variation and Change 12;London;Sep 03, 2019;Sep 05, 2019;-64.01538971608096;109.78708637277055;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353816
XXXVI. Romanistentag 2019 – Sektion 16: Rekonstruktion und Erneuerung romanischer Regional- oder Minderheitensprachen im Zeitalter der Digital Humanities;Kassel;Sep 29, 2019;Oct 02, 2019;-8.924258580523256;59.846577348039546;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353856
21st Inuit Studies Conference;Montreal, Quebec;Oct 03, 2019;Oct 06, 2019;83.55352312282683;126.46880425252856;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352236
35th South Asian Language Analysis Roundtable;Paris;Oct 29, 2019;Oct 31, 2019;-6.1103716353810515;123.1023031719879;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350236
4th English for Healthcare Conference;Universitat Jaume I, Castello de la Plana, Spain;Oct 03, 2019;Oct 04, 2019;78.36006409309677;178.9960582625432;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352136
4th Workshop on Sound Change;Salamanca;Oct 18, 2019;Oct 18, 2019;18.770938575055418;121.94944826088548;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331556
5th Saarbrücken Conference on Foreign Language Teaching;Saarbrücken;Oct 29, 2019;Oct 31, 2019;-53.80996618613386;103.5253943631491;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337036
6th ICLHE Conference: Multilingualism and Multimodality in Higher Education;Castellón;Oct 15, 2019;Oct 18, 2019;55.075754375351664;-9.410999587586716;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354676
Catégorisation claire vs approximative : à la recherche d’indices de différenciation;Strasbourg;Oct 03, 2019;Oct 04, 2019;-52.03764355407604;-72.2647370945589;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350276
Clear vs Approximate Categorization: Searching for Signs of Differentiation;Strasbourg;Oct 03, 2019;Oct 04, 2019;50.3249333722348;-123.98865213250987;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354016
Colloque de Syntaxe et Sémantique à Paris;Paris;Oct 02, 2019;Oct 04, 2019;-86.55526291502565;-140.7662670574865;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356716
ICODOC 2019: Emotion, Empathy, Affectivity. Subjects and their Subjectivity through Linguistic and Educative Practices;Lyon;Oct 07, 2019;Oct 09, 2019;-13.126884849342563;5.05901884734623;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355496
I Encuentro Latinoamericano de Interfaces Gramaticales;Mendoza;Oct 10, 2019;Oct 12, 2019;-68.34170163705593;-83.0447781946734;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356056
International Conference on Verbal Humor;University of Alicante (San Vicente del Raspeig);Oct 23, 2019;Oct 25, 2019;-42.47233465974228;3.0508461945683973;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349736
Les idéologies linguistiques dans la presse écrite : l’exemple des langues romanes;Messina;Oct 23, 2019;Oct 25, 2019;11.859558190259362;-84.36421183145671;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344876
Lexicon and Genre Boundaries;Bayonne, Basque Country;Oct 10, 2019;Oct 12, 2019;-21.185007629975047;49.94917140906654;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345897
Metadiscourse across Languages and Contexts;Chang Chun, Jilin;Oct 18, 2019;Oct 20, 2019;88.38362003738138;109.85944108949788;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352256
2nd International Colloquium on Plurilingualism;Udine;Nov 14, 2019;Nov 15, 2019;-12.171805517235878;88.73068170970265;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=327376
A Psycholinguistic Approach to Construction Figures;Paris;Nov 22, 2019;Nov 22, 2019;-68.83501807902299;23.137510911366356;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355616
Bayerisch-österreichische Dialektologentagung;Salzburg;Nov 07, 2019;Nov 09, 2019;-22.703088568264292;66.78671061680953;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341976
Conference on Mediterranean Linguistic Anthropology;To Be Advised;Nov 27, 2019;Nov 30, 2019;36.72260829474235;87.30796270402841;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341537
Contemporary Approaches to Legal Linguistics - 1st international conference of the Austrian Association for Legal Linguistics;Vienna;Nov 08, 2019;Nov 10, 2019;45.72696833554148;-138.85726788798846;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345736
Metalinguistic Discourses 3;University Paris 13;Nov 07, 2019;Nov 08, 2019;-4.091816988356504;-125.36846751198466;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356157
Tense, Aspect and Modality in L2, Huelva 2019;Huelva;Nov 21, 2019;Nov 22, 2019;35.916352630468;-91.27101271251837;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355357
7th New Zealand Discourse Conference;Wellington;Dec 03, 2019;Dec 06, 2019;70.21297050953689;-87.77202039951294;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=328256
Conference on Asian Linguistic Anthropology 2020;Bintulu, Sarawak;Feb 05, 2020;Feb 08, 2020;84.18895341360646;-123.59141105964753;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355856
Myth-making and Myth-busting in and about Late Modern English;Ragusa;May 07, 2020;May 09, 2020;-47.7083155050429;-130.5038559127291;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335996
International Conference on English Historical Linguistics - 21;Leiden;Jun 08, 2020;Jun 12, 2020;-1.1573973348565476;-165.87433618831713;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349896
Kontrastive Pragmatik;Palermo;Jul 26, 2020;Aug 02, 2020;-64.84554887621017;171.12570847490926;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=315976
XIV. Kongress der Internationalen Vereinigung für Germanistik;Palermo;Jul 26, 2020;Aug 02, 2020;-2.297307289117509;136.86280523161759;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=316856
Methods in Dialectology XVII;JGU Mainz;Aug 03, 2020;Aug 07, 2020;-47.264181750848074;-74.90060989456249;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331776
6th Prescriptivism Conference;Vigo;Sep 24, 2020;Sep 26, 2020;-60.69602575269711;-58.18131030350293;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334176
