name;city;start_day;start_month;start_year;end_day;end_month;end_year;Latitude;Longtitude;link
Research Data and Humanities;Oulu;14;7;2019;16;7;2019;80.33658751405584;-77.93127474919817;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=346996
SyntaxFest;Paris;26;7;2019;30;7;2019;-45.385252040577264;-134.78210564141617;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354756
Task Based Language Teaching 2019;Ottawa, Ontario;19;7;2019;21;7;2019;69.0616933111117;41.62089310580251;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348036
The Dark Side of Communication - The 2nd International and Interdisciplinary Conference on Discourse and Communication in Professional Contexts;Aalborg;14;7;2019;16;7;2019;-28.888770693600144;144.65734163174918;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345636
12th Congress of South-East European Studies: Political, Social and Religious Dynamics in South East Europe;Bucharest;02;8;2019;07;8;2019;37.21775255964649;-58.10512806193168;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=292376
13th Conference of the Association for Linguistic Typology;Pavia;04;8;2019;06;8;2019;-25.049827654912896;9.092464335417995;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344316
14th International Conference on Greek Linguistics;Patras;06;8;2019;08;8;2019;65.5520814862373;166.3056217951947;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=332136
1st East Asian Pragmatics Symposium: Variational Pragmatics in East Asian Languages;Dalian;19;8;2019;21;8;2019;-3.1750783657399784;120.51474247322355;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352676
22nd Nordic Conference on Computational Linguistics;Turku;30;8;2019;02;9;2019;80.15270192283404;-60.5694022989306;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350396
2nd International Conference on Child Foreign/Second Language Learning: Facing Heterogeneity in the Young Learner Classroom;Cracow;26;8;2019;28;8;2019;-8.357844950530799;-136.69679320641922;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350477
3e Congrès européen de la FIPF « français, passion pour demain ! »;Athens;04;8;2019;08;8;2019;84.16687491462949;-16.08774456725925;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353476
3rd Experimental Pragmatics in Italy Conference;Cagliari;19;8;2019;20;8;2019;-3.7627283135913654;122.17164642473286;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348536
3rd International Workshop on the History of Speech Communication Research;Vienna;13;8;2019;14;8;2019;6.173286677735425;-18.716520905255628;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356436
4th Bremen Conference on Multimodality;Bremen;25;8;2019;27;8;2019;84.52486810612524;166.11152833120786;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344796
5th ESTIDIA Conference;Naples;19;8;2019;21;8;2019;-77.3598100275162;-90.79234151852026;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352776
5th International Symposium on Place Names 2019: Recognition, Regulation, Revitalisation: Place Names and Indigenous Languages;Clarens;18;8;2019;20;8;2019;49.871357549797196;155.52333943982563;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356576
5th Learner Corpus Research Conference;Warsaw;12;8;2019;14;8;2019;2.2440203766890114;-123.93549815518195;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=342636
6th International Conference ‘Cross-Curricularity in Language Education’;Krotoszyn;12;8;2019;14;8;2019;48.2281011808601;-96.31204471938992;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348936
6th International Language Management Symposium: Re-exploring the Management of Intercultural Interactions at the Macro and Micro Levels;Ritsumeikan University, Kyoto;09;8;2019;10;8;2019;47.341403676556205;178.15149931364274;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=348776
8th Biennial International Conference on the Linguistics of Contemporary English;University of Bamberg;26;8;2019;28;8;2019;4.723140828010891;71.43633263414226;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344076
Croatia and Croatians in Past and Present Networks;Sydney;19;8;2019;21;8;2019;83.13734429822507;-130.64855235416744;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=340516
Disfluency in Spontaneous Speech with a special day on (Dis)Fluency in Children’s Speech;Budapest;12;8;2019;14;8;2019;25.12647287830087;-165.64300344510016;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343276
Europhras 2019;Malaga;25;8;2019;27;8;2019;81.53645517629397;27.591234405109383;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356756
Experimental Approaches to Perception and Production of Language Variation;Münster;26;8;2019;28;8;2019;9.17055871644645;-135.51314970288539;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352576
Fifth International Conference on Onomastics “Name and Naming”. Multiculturalism in Onomastics;Baia Mare;03;8;2019;05;8;2019;-44.001679444502116;-89.16656130601584;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=343516
Henry Sweet Society Annual Colloquium;Edinburgh;04;8;2019;07;8;2019;-84.70914449390358;-99.27185667542642;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349536
Interactive Workshop on Measuring Language Complexity;Freiburg;12;8;2019;13;8;2019;-58.599118791741056;13.656862666987008;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353336
International Symposium of Morphology / Symposium international de morphologie;Paris;26;8;2019;27;8;2019;79.46917265415672;-63.58283347995999;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350096
International Workshop on Functional Discourse Grammar: Interfaces in FDG;Oviedo;12;8;2019;13;8;2019;-41.092702619368474;78.22286407742658;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349036
Klaara Conference 2019;Helsinki;19;8;2019;20;8;2019;49.76395133093596;20.437640570199967;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344996
Linguistic Standards in Romance FL Teaching;Kassel;29;8;2019;02;9;2019;11.170573752728115;9.014068067068187;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355776
Modern Mythologies;London;19;8;2019;21;8;2019;-78.99859420130124;-60.25462924190415;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331976
Names in Motion | Bewegte Namen;Münster;11;8;2019;13;8;2019;-53.42733721645538;166.78762057728673;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344596
Pronunciation in Second Language Learning and Teaching 2019;Flagstaff, Arizona;12;8;2019;14;8;2019;50.65160423888748;166.25539133957952;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351016
Protolang 6;Lisbon;09;8;2019;12;8;2019;22.95123851384116;127.02418841010967;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350478
Recent Advances in Natural Language Processing;Varna;02;8;2019;04;8;2019;27.15617446126186;128.1225625382144;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356356
SDAS 2019: A Hundred Years, A Thousand Meanings;Ljubljana;19;8;2019;21;8;2019;-74.97136863295265;-19.574927948744055;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355596
Sinn und Bedeutung 24;Osnabrück;04;8;2019;07;8;2019;46.73277900117759;-117.1924867186176;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=351796
Theoretical Issues in Sign Language Research Conference 13;Hamburg;26;8;2019;28;8;2019;83.32417856319321;-85.210654526886;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=339117
Translation in Transition 4;Barcelona, Catalonia;19;8;2019;20;8;2019;5.079664299427758;31.483747583878735;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344256
UK Language Variation and Change 12;London;03;8;2019;05;8;2019;-31.873790191102046;115.27973406974999;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353816
XXXVI. Romanistentag 2019 – Sektion 16: Rekonstruktion und Erneuerung romanischer Regional- oder Minderheitensprachen im Zeitalter der Digital Humanities;Kassel;29;8;2019;02;9;2019;-1.4651089653515417;-88.4139219646184;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=353856
21st Inuit Studies Conference;Montreal, Quebec;03;9;2019;06;9;2019;-67.96523412028313;140.9260236997266;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352236
35th South Asian Language Analysis Roundtable;Paris;29;9;2019;31;9;2019;-87.19767673995783;-72.44858763652861;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350236
4th English for Healthcare Conference;Universitat Jaume I, Castello de la Plana, Spain;03;9;2019;04;9;2019;-78.67376627525466;79.776919839983;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352136
4th Workshop on Sound Change;Salamanca;18;9;2019;18;9;2019;42.48262528511008;-90.25636933020381;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331556
5th Saarbrücken Conference on Foreign Language Teaching;Saarbrücken;29;9;2019;31;9;2019;12.17802100392837;30.468450229880368;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=337036
6th ICLHE Conference: Multilingualism and Multimodality in Higher Education;Castellón;15;9;2019;18;9;2019;-64.65136577803322;-153.39682693482723;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354676
Catégorisation claire vs approximative : à la recherche d’indices de différenciation;Strasbourg;03;9;2019;04;9;2019;70.46875470683753;-17.443331056721302;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=350276
Clear vs Approximate Categorization: Searching for Signs of Differentiation;Strasbourg;03;9;2019;04;9;2019;31.278133753002628;-89.24766490501553;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=354016
Colloque de Syntaxe et Sémantique à Paris;Paris;02;9;2019;04;9;2019;86.08788432073804;-95.14302600164045;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356716
ICODOC 2019: Emotion, Empathy, Affectivity. Subjects and their Subjectivity through Linguistic and Educative Practices;Lyon;07;9;2019;09;9;2019;-5.155772056198102;0.2010515326998067;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355496
I Encuentro Latinoamericano de Interfaces Gramaticales;Mendoza;10;9;2019;12;9;2019;-24.546522027028693;-61.51919062145632;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356056
International Conference on Verbal Humor;University of Alicante (San Vicente del Raspeig);23;9;2019;25;9;2019;-35.55003147934574;98.73667103322947;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349736
Les idéologies linguistiques dans la presse écrite : l’exemple des langues romanes;Messina;23;9;2019;25;9;2019;-38.554353004531215;45.495680238561675;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=344876
Lexicon and Genre Boundaries;Bayonne, Basque Country;10;9;2019;12;9;2019;-81.02835495708436;84.13864654580985;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345897
Metadiscourse across Languages and Contexts;Chang Chun, Jilin;18;9;2019;20;9;2019;27.014903764963496;-63.82325001614683;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=352256
2nd International Colloquium on Plurilingualism;Udine;14;10;2019;15;10;2019;63.93388582067674;49.452846883873725;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=327376
A Psycholinguistic Approach to Construction Figures;Paris;22;10;2019;22;10;2019;-19.09312377859408;135.90397472741617;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355616
Bayerisch-österreichische Dialektologentagung;Salzburg;07;10;2019;09;10;2019;-29.961495002190162;171.88091271833426;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341976
Conference on Mediterranean Linguistic Anthropology;To Be Advised;27;10;2019;30;10;2019;-13.673768998304508;40.08692493296331;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=341537
Contemporary Approaches to Legal Linguistics - 1st international conference of the Austrian Association for Legal Linguistics;Vienna;08;10;2019;10;10;2019;70.52401056442531;80.48546135088615;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=345736
Metalinguistic Discourses 3;University Paris 13;07;10;2019;08;10;2019;49.33128618684595;157.31397714955742;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=356157
Tense, Aspect and Modality in L2, Huelva 2019;Huelva;21;10;2019;22;10;2019;-6.263662781386473;-68.44728931268517;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355357
7th New Zealand Discourse Conference;Wellington;03;11;2019;06;11;2019;9.268773939962918;22.25767539235439;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=328256
Conference on Asian Linguistic Anthropology 2020;Bintulu, Sarawak;05;1;2020;08;1;2020;70.16536107420941;169.40361745605966;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=355856
Myth-making and Myth-busting in and about Late Modern English;Ragusa;07;4;2020;09;4;2020;-38.96712305933555;122.73422959332844;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=335996
International Conference on English Historical Linguistics - 21;Leiden;08;5;2020;12;5;2020;6.805786512397416;-54.872031081666925;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=349896
Kontrastive Pragmatik;Palermo;26;6;2020;02;7;2020;-33.96113726490052;-60.22709652631636;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=315976
XIV. Kongress der Internationalen Vereinigung für Germanistik;Palermo;26;6;2020;02;7;2020;-81.92000939795253;157.9570822549461;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=316856
Methods in Dialectology XVII;JGU Mainz;03;7;2020;07;7;2020;65.35380946108836;173.9158023054983;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=331776
6th Prescriptivism Conference;Vigo;24;8;2020;26;8;2020;5.16630678668002;84.22313968794097;https://linguistlist.org/callconf/browse-conf-action.cfm?ConfID=334176
